id,match_date,year,round,venue,home_team,away_team,result,home_margin,home_team_name,home_feat_form_5,home_feat_rolling_margin_5,home_feat_rolling_score_5,home_feat_rest_days,home_feat_ladder_pts,home_feat_h2h_win_5,home_feat_venue_win_10,away_feat_form_5,away_feat_rolling_margin_5,away_feat_rolling_score_5,away_feat_rest_days,away_feat_ladder_pts,away_feat_h2h_win_5,away_feat_venue_win_10,feat_diff_form_5,feat_diff_margin_5,feat_diff_rest,feat_diff_ladder,target_win,target_margin
4191,2025-09-27,2025,GF,Melbourne Cricket Ground,Geelong Cats,Brisbane Lions,L,-47,Geelong Cats,1.0,38.8,110.0,8.0,76.0,0.2,0.8,,,,,,,,,,,,0,-47
4192,2011-04-02,2011,2,The Gabba,Gold Coast Suns,Carlton Blues,L,-119,Gold Coast Suns,,,,21.0,0.0,0.5,0.5,,,,,,,,,,,,0,-119
4194,2011-04-17,2011,4,The Gabba,Gold Coast Suns,Melbourne Demons,L,-90,Gold Coast Suns,,,,8.0,0.0,0.5,0.5,,,,,,,,,,,,0,-90
4197,2011-05-07,2011,7,The Gabba,Gold Coast Suns,Brisbane Lions,W,8,Gold Coast Suns,0.2,-83.2,66.8,6.0,4.0,0.5,0.5,,,,,,,,,,,,1,8
4199,2011-05-28,2011,10,People First Stadium,Gold Coast Suns,Geelong Cats,L,-66,Gold Coast Suns,0.4,-55.0,85.6,14.0,8.0,0.5,0.5,,,,,,,,,,,,0,-66
4201,2011-06-11,2011,12,People First Stadium,Gold Coast Suns,North Melbourne Kangaroos,L,-59,Gold Coast Suns,0.2,-54.4,79.0,7.0,8.0,0.5,0.5,,,,,,,,,,,,0,-59
4203,2011-06-25,2011,14,People First Stadium,Gold Coast Suns,Western Bulldogs,L,-22,Gold Coast Suns,0.0,-54.2,66.8,7.0,8.0,0.5,0.5,,,,,,,,,,,,0,-22
4205,2011-07-09,2011,16,People First Stadium,Gold Coast Suns,Sydney Swans,L,-70,Gold Coast Suns,0.0,-44.0,67.6,7.0,8.0,0.5,0.0,,,,,,,,,,,,0,-70
4207,2011-07-23,2011,18,People First Stadium,Gold Coast Suns,Collingwood Magpies,L,-54,Gold Coast Suns,0.2,-39.6,65.8,7.0,12.0,0.5,0.0,,,,,,,,,,,,0,-54
4208,2011-07-30,2011,19,People First Stadium,Gold Coast Suns,St Kilda Saints,L,-20,Gold Coast Suns,0.2,-36.2,69.2,7.0,12.0,0.5,0.0,,,,,,,,,,,,0,-20
4211,2011-08-20,2011,22,People First Stadium,Gold Coast Suns,adelaide crows,L,-61,Gold Coast Suns,0.2,-54.2,62.6,7.0,12.0,0.5,0.0,,,,,,,,,,,,0,-61
4213,2011-09-03,2011,24,People First Stadium,Gold Coast Suns,hawthorn hawks,L,-9,Gold Coast Suns,0.0,-64.6,59.8,6.0,12.0,0.5,0.0,,,,,,,,,,,,0,-9
4214,2012-03-31,2012,1,People First Stadium,Gold Coast Suns,Adelaide Crows,L,-69,Gold Coast Suns,0.0,-62.4,68.4,21.0,0.0,0.5,0.0,,,,,,,,,,,,0,-69
4216,2012-04-14,2012,3,People First Stadium,Gold Coast Suns,Essendon Bombers,L,-17,Gold Coast Suns,0.0,-52.2,71.6,6.0,0.0,0.5,0.0,,,,,,,,,,,,0,-17
4219,2012-05-05,2012,6,People First Stadium,Gold Coast Suns,Fremantle Dockers,L,-7,Gold Coast Suns,0.0,-55.4,68.4,7.0,0.0,0.5,0.0,,,,,,,,,,,,0,-7
4222,2012-05-26,2012,9,People First Stadium,Gold Coast Suns,port adelaide power,L,-48,Gold Coast Suns,0.0,-34.2,65.4,7.0,0.0,0.5,0.0,,,,,,,,,,,,0,-48
4224,2012-06-09,2012,11,People First Stadium,Gold Coast Suns,St Kilda Saints,L,-95,Gold Coast Suns,0.0,-43.4,62.0,6.0,0.0,0.5,0.0,,,,,,,,,,,,0,-95
4225,2012-06-16,2012,12,People First Stadium,Gold Coast Suns,North Melbourne Kangaroos,L,-7,Gold Coast Suns,0.0,-61.0,54.4,7.0,0.0,0.5,0.0,,,,,,,,,,,,0,-7
4227,2012-07-08,2012,15,People First Stadium,Gold Coast Suns,Geelong Cats,L,-14,Gold Coast Suns,0.0,-74.6,58.2,8.0,0.0,0.5,0.0,,,,,,,,,,,,0,-14
4229,2012-07-21,2012,17,The Gabba,Gold Coast Suns,Brisbane Lions,L,-11,Gold Coast Suns,0.2,-48.0,71.0,7.0,4.0,0.3333333333333333,0.2,,,,,,,,,,,,0,-11
4230,2012-07-28,2012,18,People First Stadium,Gold Coast Suns,Sydney Swans,L,-72,Gold Coast Suns,0.2,-31.2,70.8,7.0,4.0,0.5,0.0,,,,,,,,,,,,0,-72
4232,2012-08-11,2012,20,People First Stadium,Gold Coast Suns,Greater Western Sydney Giants,W,30,Gold Coast Suns,0.2,-27.4,70.8,6.0,4.0,0.5,0.0,,,,,,,,,,,,1,30
4234,2012-08-25,2012,22,People First Stadium,Gold Coast Suns,Carlton Blues,W,12,Gold Coast Suns,0.2,-31.8,68.4,6.0,8.0,0.5,0.1,,,,,,,,,,,,1,12
4236,2013-03-30,2013,1,People First Stadium,Gold Coast Suns,St Kilda Saints,W,13,Gold Coast Suns,0.4,-31.0,80.0,21.0,0.0,0.0,0.2,,,,,,,,,,,,1,13
4238,2013-04-13,2013,3,People First Stadium,Gold Coast Suns,Brisbane Lions,L,-2,Gold Coast Suns,0.4,-34.2,77.6,7.0,4.0,0.25,0.3,,,,,,,,,,,,0,-2
4239,2013-04-20,2013,4,People First Stadium,Gold Coast Suns,Port Adelaide Power,L,-38,Gold Coast Suns,0.4,-21.8,83.0,7.0,4.0,0.5,0.3,,,,,,,,,,,,0,-38
4241,2013-05-04,2013,6,People First Stadium,Gold Coast Suns,Fremantle Dockers,L,-45,Gold Coast Suns,0.4,-4.8,93.8,7.0,8.0,0.5,0.3,,,,,,,,,,,,0,-45
4243,2013-05-18,2013,8,People First Stadium,Gold Coast Suns,Western Bulldogs,W,32,Gold Coast Suns,0.4,3.8,94.8,6.0,12.0,0.0,0.3,,,,,,,,,,,,1,32
4246,2013-06-08,2013,11,People First Stadium,Gold Coast Suns,north melbourne kangaroos,W,15,Gold Coast Suns,0.4,-6.2,84.8,7.0,16.0,0.5,0.4,,,,,,,,,,,,1,15
4248,2013-06-29,2013,14,People First Stadium,Gold Coast Suns,Adelaide Crows,L,-28,Gold Coast Suns,0.4,-14.8,78.8,14.0,20.0,0.5,0.5,,,,,,,,,,,,0,-28
4251,2013-07-20,2013,17,People First Stadium,Gold Coast Suns,collingwood magpies,W,7,Gold Coast Suns,0.2,-19.6,69.6,7.0,20.0,0.5,0.5,,,,,,,,,,,,1,7
4252,2013-07-27,2013,18,People First Stadium,Gold Coast Suns,Carlton Blues,L,-43,Gold Coast Suns,0.2,-21.2,73.4,7.0,24.0,0.5,0.6,,,,,,,,,,,,0,-43
