player_id,year,team,games_played,feat_prev_cpi,feat_prev_disposals,feat_prev_goals,feat_prev_games,feat_career_seasons,feat_position_proxy,target_is_top_disposal,target_is_top_goal,target_is_top_cpi,target_cpi_raw
45148,2014,Richmond Tigers,12,30.799999999999997,12.4,1.3,20.0,5,Forward,0,1,0,29.799999999999994
45148,2015,Richmond Tigers,14,29.799999999999994,10.6,1.9,12.0,6,Forward,0,1,0,30.000000000000004
45148,2016,Richmond Tigers,17,30.000000000000004,10.5,2.1,14.0,7,Forward,0,0,0,24.1
45148,2017,Hawthorn Hawks,6,24.1,8.3,1.5,17.0,8,Forward,0,0,0,24.5
45149,2006,Adelaide Crows,4,,,,,0,General,0,0,0,15.700000000000003
45149,2007,Adelaide Crows,6,15.700000000000003,7.0,0.3,4.0,1,General,0,0,0,22.1
45149,2008,Adelaide Crows,20,22.1,9.8,0.2,6.0,2,General,0,0,0,40.35000000000001
45149,2009,Adelaide Crows,22,40.35000000000001,18.4,0.8,20.0,3,General,1,0,1,52.3
45149,2010,Adelaide Crows,16,52.3,27.1,0.6,22.0,4,Midfielder,1,0,0,44.0
45149,2011,Adelaide Crows,17,44.0,23.8,0.4,16.0,5,Midfielder,1,0,0,42.5
45149,2012,Adelaide Crows,17,42.5,22.9,0.6,17.0,6,Midfielder,0,0,0,41.8
45149,2013,Adelaide Crows,21,41.8,20.4,1.0,17.0,7,Midfielder,0,0,0,43.9
45149,2014,Melbourne Demons,22,43.9,20.6,0.6,21.0,8,Midfielder,1,0,1,50.199999999999996
45149,2015,Melbourne Demons,21,50.199999999999996,24.1,0.6,22.0,9,Midfielder,1,0,1,50.9
45149,2016,Melbourne Demons,21,50.9,24.7,0.5,21.0,10,Midfielder,1,0,0,46.599999999999994
45149,2017,Melbourne Demons,19,46.599999999999994,25.4,0.3,21.0,11,Midfielder,0,0,0,36.55
45149,2018,Melbourne Demons,17,36.55,21.2,0.1,19.0,12,Defender,0,0,0,28.000000000000004
45150,2013,Melbourne Demons,13,,,,,0,General,0,0,0,38.800000000000004
45150,2014,Melbourne Demons,20,38.800000000000004,17.5,0.2,13.0,1,Midfielder,0,0,0,40.099999999999994
45150,2015,Melbourne Demons,16,40.099999999999994,19.9,0.3,20.0,2,Midfielder,0,0,0,48.45
45150,2016,Melbourne Demons,21,48.45,21.9,0.2,16.0,3,Midfielder,1,0,1,57.150000000000006
45150,2017,Melbourne Demons,18,57.150000000000006,26.1,0.4,21.0,4,Midfielder,0,0,1,51.60000000000001
45150,2018,Melbourne Demons,7,51.60000000000001,23.1,0.3,18.0,5,Midfielder,1,0,1,56.349999999999994
45150,2019,Melbourne Demons,21,56.349999999999994,25.3,0.3,7.0,6,Midfielder,0,0,0,45.45000000000001
45150,2020,Melbourne Demons,16,45.45000000000001,21.1,0.2,21.0,7,Midfielder,1,0,1,43.699999999999996
